Symbol,Security,Market
280360,롯데웰푸드,KOSPI
192400,쿠쿠홀딩스,KOSPI
009450,경동나비엔,KOSPI
457480,ACE 테슬라밸류체인액티브,KOSPI
009240,한샘,KOSPI
000500,가온전선,KOSPI
085620,미래에셋생명,KOSPI
229640,LS에코에너지,KOSPI
330590,롯데리츠,KOSPI
477080,RISE CD금리액티브(합성),KOSPI
108320,LX세미콘,KOSPI
415640,KB발해인프라,KOSPI
451540,TIGER 종합채권(AA-이상)액티브,KOSPI
475630,TIGER CD1년금리액티브(합성),KOSPI
466920,SOL 조선TOP3플러스,KOSPI
371160,TIGER 차이나항셍테크,KOSPI
161510,PLUS 고배당주,KOSPI
491080,KODEX 25-12 은행채(AAA)액티브,KOSPI
077970,STX엔진,KOSPI
000815,삼성화재우,KOSPI
006120,SK디스커버리,KOSPI
700026,하나 CD금리투자 ETN,KOSPI
004000,롯데정밀화학,KOSPI
001740,SK네트웍스,KOSPI
004490,세방전지,KOSPI
458760,TIGER 미국배당다우존스타겟커버드콜2호,KOSPI
368590,RISE 미국나스닥100,KOSPI
030610,교보증권,KOSPI
120110,코오롱인더,KOSPI
114090,GKL,KOSPI
379780,RISE 미국S&P500,KOSPI
001430,세아베스틸지주,KOSPI
030190,NICE평가정보,KOSPI
014820,동원시스템즈,KOSPI
365550,ESR켄달스퀘어리츠,KOSPI
298050,HS효성첨단소재,KOSPI
000210,DL,KOSPI
294400,KIWOOM 200TR,KOSPI
305720,KODEX 2차전지산업,KOSPI
009410,태영건설,KOSPI
079160,CJ CGV,KOSPI
071320,지역난방공사,KOSPI
003030,세아제강지주,KOSPI
036530,SNT홀딩스,KOSPI
436140,SOL 종합채권(AA-이상)액티브,KOSPI
100840,SNT에너지,KOSPI
356540,ACE 종합채권(AA-이상)KIS액티브,KOSPI
039130,하나투어,KOSPI
479080,1Q 머니마켓액티브,KOSPI
157450,TIGER 단기통안채,KOSPI
469830,SOL 초단기채권액티브,KOSPI
064960,SNT모티브,KOSPI
353200,대덕전자,KOSPI
051915,LG화학우,KOSPI
049770,동원F&B,KOSPI
458250,TIGER 미국30년국채스트립액티브(합성 H),KOSPI
002840,미원상사,KOSPI
214320,이노션,KOSPI
305540,TIGER 2차전지테마,KOSPI
019170,신풍제약,KOSPI
005180,빙그레,KOSPI
000670,영풍,KOSPI
248070,솔루엠,KOSPI
000640,동아쏘시오홀딩스,KOSPI
001680,대상,KOSPI
00088K,한화3우B,KOSPI
005250,녹십자홀딩스,KOSPI
476810,KODEX 25-11 은행채(AA-이상)PLUS액티브,KOSPI
001530,DI동일,KOSPI
446720,SOL 미국배당다우존스,KOSPI
000070,삼양홀딩스,KOSPI
008730,율촌화학,KOSPI
550082,N2 KIS CD금리투자 ETN,KOSPI
475150,SK이터닉스,KOSPI
315930,KODEX Top5PlusTR,KOSPI
079900,전진건설로봇,KOSPI
486290,TIGER 미국나스닥100타겟데일리커버드콜,KOSPI
449180,KODEX 미국S&P500(H),KOSPI
381970,케이카,KOSPI
268280,미원에스씨,KOSPI
950210,프레스티지바이오파마,KOSPI
145720,덴티움,KOSPI
292150,TIGER TOP10,KOSPI
152100,PLUS 200,KOSPI
383800,LX홀딩스,KOSPI
003850,보령,KOSPI
003620,KG모빌리티,KOSPI
091160,KODEX 반도체,KOSPI
499790,GS피앤엘,KOSPI
272580,TIGER 단기채권액티브,KOSPI
451800,한화리츠,KOSPI
003470,유안타증권,KOSPI
075580,세진중공업,KOSPI
465580,ACE 미국빅테크TOP7 Plus,KOSPI
069260,TKG휴켐스,KOSPI
007700,F&F홀딩스,KOSPI
396500,TIGER Fn반도체TOP10,KOSPI
278540,KODEX MSCI Korea TR,KOSPI
025540,한국단자,KOSPI
314250,KODEX 미국빅테크10(H),KOSPI
010780,아이에스동서,KOSPI
329200,TIGER 리츠부동산인프라,KOSPI
000370,한화손해보험,KOSPI
057050,현대홈쇼핑,KOSPI
293940,신한알파리츠,KOSPI
005690,파미셀,KOSPI
760009,키움 CD금리투자 ETN,KOSPI
005810,풍산홀딩스,KOSPI
481060,KODEX 미국30년국채타겟커버드콜(합성 H),KOSPI
114800,KODEX 인버스,KOSPI
002030,아세아,KOSPI
530031,삼성 레버리지 WTI원유 선물 ETN,KOSPI
001570,금양,KOSPI
066575,LG전자우,KOSPI
402970,ACE 미국배당다우존스,KOSPI
014830,유니드,KOSPI
097230,HJ중공업,KOSPI
006380,카프로,KOSPI
002350,넥센타이어,KOSPI
016380,KG스틸,KOSPI
284740,쿠쿠홈시스,KOSPI
153130,KODEX 단기채권,KOSPI
336370,솔루스첨단소재,KOSPI
453340,현대그린푸드,KOSPI
271940,일진하이솔루스,KOSPI
002960,한국쉘석유,KOSPI
005390,신성통상,KOSPI
089590,제주항공,KOSPI
024720,콜마홀딩스,KOSPI
148070,KIWOOM 국고채10년,KOSPI
016590,신대양제지,KOSPI
484790,KODEX 미국30년국채액티브(H),KOSPI
005420,코스모화학,KOSPI
439870,KODEX 국고채30년액티브,KOSPI
003300,한일홀딩스,KOSPI
00104K,CJ4우(전환),KOSPI
006650,대한유화,KOSPI
281820,케이씨텍,KOSPI
473290,KODEX 26-12 회사채(AA-이상)액티브,KOSPI
139260,TIGER 200 IT,KOSPI
093370,후성,KOSPI
500019,신한 레버리지 WTI원유 선물 ETN(H),KOSPI
114260,KODEX 국고채3년,KOSPI
004690,삼천리,KOSPI
005880,대한해운,KOSPI
000400,롯데손해보험,KOSPI
001060,JW중외제약,KOSPI
344820,KCC글라스,KOSPI
348950,제이알글로벌리츠,KOSPI
017940,E1,KOSPI
498400,KODEX 200타겟위클리커버드콜,KOSPI
377740,바이오노트,KOSPI
145990,삼양사,KOSPI
093050,LF,KOSPI
580058,KB KIS CD금리투자 ETN,KOSPI
178920,PI첨단소재,KOSPI
071055,한국금융지주우,KOSPI
037270,YG PLUS,KOSPI
003545,대신증권우,KOSPI
453870,TIGER 인도니프티50,KOSPI
161000,애경케미칼,KOSPI
322000,HD현대에너지솔루션,KOSPI
016800,퍼시스,KOSPI
329750,TIGER 미국달러단기채권액티브,KOSPI
090435,아모레퍼시픽우,KOSPI
438330,TIGER 우량회사채액티브,KOSPI
034120,SBS,KOSPI
456040,OCI,KOSPI
002020,코오롱,KOSPI
456600,TIMEFOLIO 글로벌AI인공지능액티브,KOSPI
005610,SPC삼립,KOSPI
097520,엠씨넥스,KOSPI
447770,TIGER 테슬라채권혼합Fn,KOSPI
002240,고려제강,KOSPI
091180,KODEX 자동차,KOSPI
487230,KODEX 미국AI전력핵심인프라,KOSPI
029530,신도리코,KOSPI
474220,TIGER 미국테크TOP10타겟커버드콜,KOSPI
031430,신세계인터내셔날,KOSPI
272450,진에어,KOSPI
460860,동국제강,KOSPI
456610,TIGER 미국달러SOFR금리액티브(합성),KOSPI
105190,ACE 200,KOSPI
226490,KODEX 코스피,KOSPI
017810,풀무원,KOSPI
130660,한전산업,KOSPI
390390,KODEX 미국반도체,KOSPI
017860,DS단석,KOSPI
454780,KIWOOM 종합채권(AA-이상)액티브,KOSPI
001500,현대차증권,KOSPI
003280,흥아해운,KOSPI
477050,PLUS 머니마켓액티브,KOSPI
241590,화승엔터프라이즈,KOSPI
034310,NICE,KOSPI
003160,디아이,KOSPI
026890,스틱인베스트먼트,KOSPI
018250,애경산업,KOSPI
183190,아세아시멘트,KOSPI
471230,KODEX 국고채10년액티브,KOSPI
170900,동아에스티,KOSPI
090460,비에이치,KOSPI
009900,명신산업,KOSPI
449190,KODEX 미국나스닥100(H),KOSPI
472870,RISE 미국30년국채엔화노출(합성 H),KOSPI
403550,쏘카,KOSPI
195870,해성디에스,KOSPI
453810,KODEX 인도Nifty50,KOSPI
001270,부국증권,KOSPI
448290,TIGER 미국S&P500(H),KOSPI
385560,RISE KIS국고채30년Enhanced,KOSPI
091810,티웨이항공,KOSPI
480260,TIGER 27-04회사채(A+이상)액티브,KOSPI
462010,TIGER 2차전지소재Fn,KOSPI
475560,더본코리아,KOSPI
105630,한세실업,KOSPI
002710,TCC스틸,KOSPI
192650,드림텍,KOSPI
058650,세아홀딩스,KOSPI
306200,세아제강,KOSPI
357120,코람코라이프인프라리츠,KOSPI
451000,PLUS 종합채권(AA-이상)액티브,KOSPI
000157,두산2우B,KOSPI
441640,KODEX 미국배당커버드콜액티브,KOSPI
003520,영진약품,KOSPI
466940,TIGER 은행고배당플러스TOP10,KOSPI
027410,BGF,KOSPI
003920,남양유업,KOSPI
004700,조광피혁,KOSPI
448730,삼성FN리츠,KOSPI
094800,맵스리얼티1,KOSPI
483280,KODEX 미국AI테크TOP10타겟커버드콜,KOSPI
286940,롯데이노베이트,KOSPI
126720,수산인더스트리,KOSPI
900140,엘브이엠씨홀딩스,KOSPI
084690,대상홀딩스,KOSPI
293180,HANARO 200,KOSPI
025860,남해화학,KOSPI
060980,HL홀딩스,KOSPI
069660,KIWOOM 200,KOSPI
072710,농심홀딩스,KOSPI
003960,사조대림,KOSPI
020000,한섬,KOSPI
013890,지누스,KOSPI
006220,제주은행,KOSPI
432320,KB스타리츠,KOSPI
475720,RISE 200위클리커버드콜,KOSPI
441680,TIGER 미국나스닥100커버드콜(합성),KOSPI
084010,대한제강,KOSPI
092790,넥스틸,KOSPI
005389,현대차3우B,KOSPI
438080,ACE 미국S&P500채권혼합액티브,KOSPI
251350,KODEX 선진국MSCI World,KOSPI
455030,KODEX 미국달러SOFR금리액티브(합성),KOSPI
126560,현대퓨처넷,KOSPI
249420,일동제약,KOSPI
497570,TIGER 미국필라델피아AI반도체나스닥,KOSPI
001940,KISCO홀딩스,KOSPI
005090,SGC에너지,KOSPI
011760,현대코퍼레이션,KOSPI
093230,이아이디,KOSPI
499660,TIGER CD금리플러스액티브(합성),KOSPI
016610,DB증권,KOSPI
033270,유나이티드제약,KOSPI
446770,ACE 글로벌반도체TOP4 Plus SOLACTIVE,KOSPI
001200,유진투자증권,KOSPI
002310,아세아제지,KOSPI
091170,KODEX 은행,KOSPI
104700,한국철강,KOSPI
520009,미래에셋 레버리지 원유선물혼합 ETN(H),KOSPI
200880,서연이화,KOSPI
194370,제이에스코퍼레이션,KOSPI
489250,KODEX 미국배당다우존스,KOSPI
005720,넥센,KOSPI
426030,TIMEFOLIO 미국나스닥100액티브,KOSPI
006390,한일현대시멘트,KOSPI
364980,TIGER 2차전지TOP10,KOSPI
005945,NH투자증권우,KOSPI
0007F0,KODEX 27-12 회사채(AA-이상)액티브,KOSPI
009160,SIMPAC,KOSPI
033240,자화전자,KOSPI
570090,한투 KIS CD금리투자 ETN,KOSPI
015360,INVENI,KOSPI
476800,KODEX 한국부동산리츠인프라,KOSPI
029460,케이씨,KOSPI
481180,SOL 미국AI소프트웨어,KOSPI
498410,KODEX 금융고배당TOP10타겟위클리커버드콜,KOSPI
455850,SOL AI반도체소부장,KOSPI
007690,국도화학,KOSPI
011930,신성이엔지,KOSPI
001390,KG케미칼,KOSPI
035150,백산,KOSPI
123890,한국자산신탁,KOSPI
034830,한국토지신탁,KOSPI
482730,TIGER 미국S&P500타겟데일리커버드콜,KOSPI
001510,SK증권,KOSPI
003120,일성아이에스,KOSPI
476450,KIWOOM 머니마켓액티브,KOSPI
475080,KODEX 테슬라커버드콜채권혼합액티브,KOSPI
214420,토니모리,KOSPI
385550,RISE 단기채권알파액티브,KOSPI
000680,LS네트웍스,KOSPI
226320,잇츠한불,KOSPI
010690,화신,KOSPI
035510,신세계 I&C,KOSPI
007160,사조산업,KOSPI
003220,대원제약,KOSPI
009290,광동제약,KOSPI
002320,한진,KOSPI
004430,송원산업,KOSPI
365780,ACE 국고채10년,KOSPI
017390,서울가스,KOSPI
304660,KODEX 미국30년국채울트라선물(H),KOSPI
012030,DB,KOSPI
494890,KODEX 200액티브,KOSPI
051905,LG생활건강우,KOSPI
261260,KODEX 미국달러선물인버스2X,KOSPI
002810,삼영무역,KOSPI
472160,TIGER 미국테크TOP10 INDXX(H),KOSPI
009680,모토닉,KOSPI
273140,KODEX 단기변동금리부채권액티브,KOSPI
088260,이리츠코크렙,KOSPI
092230,KPX홀딩스,KOSPI
108670,LX하우시스,KOSPI
491610,1Q CD금리액티브(합성),KOSPI
096760,JW홀딩스,KOSPI
530111,삼성 레버리지 천연가스 선물 ETN C,KOSPI
004360,세방,KOSPI
439860,KODEX ESG종합채권(A-이상)액티브,KOSPI
437080,KODEX 미국종합채권ESG액티브(H),KOSPI
339770,교촌에프앤비,KOSPI
122900,아이마켓코리아,KOSPI
136490,선진,KOSPI
461490,RISE 글로벌자산배분액티브,KOSPI
479520,RISE KOFR금리액티브(합성),KOSPI
001820,삼화콘덴서,KOSPI
000490,대동,KOSPI
494300,KODEX 미국나스닥100데일리커버드콜OTM,KOSPI
377190,디앤디플랫폼리츠,KOSPI
490490,SOL 미국배당미국채혼합50,KOSPI
494670,TIGER 조선TOP10,KOSPI
008060,대덕,KOSPI
000540,흥국화재,KOSPI
395160,KODEX AI반도체,KOSPI
302190,TIGER 중장기국채,KOSPI
005010,휴스틸,KOSPI
006110,삼아알미늄,KOSPI
005500,삼진제약,KOSPI
001630,종근당홀딩스,KOSPI
132030,KODEX 골드선물(H),KOSPI
003350,한국화장품제조,KOSPI
000320,노루홀딩스,KOSPI
007810,코리아써키트,KOSPI
467940,KODEX 25-11 회사채(A+이상)액티브,KOSPI
001230,동국홀딩스,KOSPI
091230,TIGER 반도체,KOSPI
196230,RISE 단기통안채,KOSPI
228790,TIGER 화장품,KOSPI
448300,TIGER 미국나스닥100(H),KOSPI
473330,SOL 미국30년국채커버드콜(합성),KOSPI
015860,일진홀딩스,KOSPI
488980,SOL 26-12 회사채(AA-이상)액티브,KOSPI
001790,대한제당,KOSPI
487340,ACE 머니마켓액티브,KOSPI
007570,일양약품,KOSPI
006060,화승인더,KOSPI
000480,CR홀딩스,KOSPI
001340,PKC,KOSPI
003200,일신방직,KOSPI
138490,코오롱ENP,KOSPI
003000,부광약품,KOSPI
001130,대한제분,KOSPI
036420,콘텐트리중앙,KOSPI
434730,HANARO 원자력iSelect,KOSPI
463290,1Q 단기금융채액티브,KOSPI
394660,TIGER 글로벌자율주행&전기차SOLACTIVE,KOSPI
452260,한화갤러리아,KOSPI
039570,HDC랩스,KOSPI
117580,대성에너지,KOSPI
466950,TIGER 글로벌AI액티브,KOSPI
388420,RISE 비메모리반도체액티브,KOSPI
070960,모나용평,KOSPI
395270,HANARO Fn K-반도체,KOSPI
000140,하이트진로홀딩스,KOSPI
298690,에어부산,KOSPI
241180,TIGER 일본니케이225,KOSPI
334890,이지스밸류플러스리츠,KOSPI
251340,KODEX 코스닥150선물인버스,KOSPI
053690,한미글로벌,KOSPI
002900,TYM,KOSPI
008490,서흥,KOSPI
452360,SOL 미국배당다우존스(H),KOSPI
487570,HS효성,KOSPI
011500,한농화성,KOSPI
105840,우진,KOSPI
001460,BYC,KOSPI
361580,RISE 200TR,KOSPI
058430,포스코스틸리온,KOSPI
007860,서연,KOSPI
037710,광주신세계,KOSPI
295040,SOL 200TR,KOSPI
000430,대원강업,KOSPI
053210,스카이라이프,KOSPI
143860,TIGER 헬스케어,KOSPI
005680,삼영전자,KOSPI
025000,KPX케미칼,KOSPI
002150,도화엔지니어링,KOSPI
011000,진원생명과학,KOSPI
006340,대원전선,KOSPI
001780,알루코,KOSPI
245710,ACE 베트남VN30(합성),KOSPI
033920,무학,KOSPI
473460,KODEX 미국서학개미,KOSPI
329650,KODEX TRF3070,KOSPI
016880,웅진,KOSPI
044450,KSS해운,KOSPI
028100,동아지질,KOSPI
434060,KODEX TDF2050액티브,KOSPI
001750,한양증권,KOSPI
008970,동양철관,KOSPI
016580,환인제약,KOSPI
004980,성신양회,KOSPI
200250,KIWOOM 인도Nifty50(합성),KOSPI
530107,삼성 인버스 2X 코스닥150 선물 ETN,KOSPI
001250,GS글로벌,KOSPI
139230,TIGER 200 중공업,KOSPI
363570,KODEX 장기종합채권(AA-이상)액티브,KOSPI
293480,하나제약,KOSPI
000520,삼일제약,KOSPI
438100,ACE 미국나스닥100채권혼합액티브,KOSPI
030210,다올투자증권,KOSPI
102970,KODEX 증권,KOSPI
084680,이월드,KOSPI
102260,동성케미컬,KOSPI
463250,TIGER K방산&우주,KOSPI
000050,경방,KOSPI
0001S0,TIGER 26-04 회사채(A+이상)액티브,KOSPI
487240,KODEX AI전력핵심설비,KOSPI
458260,TIGER 미국투자등급회사채액티브(H),KOSPI
271980,제일약품,KOSPI
095720,웅진씽크빅,KOSPI
007460,에이프로젠,KOSPI
462330,KODEX 2차전지산업레버리지,KOSPI
417310,코람코더원리츠,KOSPI
456880,ACE 미국달러SOFR금리(합성),KOSPI
004380,삼익THK,KOSPI
102460,이연제약,KOSPI
409820,KODEX 미국나스닥100레버리지(합성 H),KOSPI
423920,TIGER 미국필라델피아반도체레버리지(합성),KOSPI
213500,한솔제지,KOSPI
272550,삼양패키징,KOSPI
010820,퍼스텍,KOSPI
0048J0,KODEX 미국머니마켓액티브,KOSPI
277630,TIGER 코스피,KOSPI
037560,LG헬로비전,KOSPI
083420,그린케미칼,KOSPI
472170,TIGER 미국테크TOP10채권혼합,KOSPI
078520,에이블씨엔씨,KOSPI
004090,한국석유,KOSPI
019680,대교,KOSPI
476760,ACE 미국30년국채액티브,KOSPI
101530,해태제과식품,KOSPI
006490,인스코비,KOSPI
002100,경농,KOSPI
461270,ACE 26-06 회사채(AA-이상)액티브,KOSPI
007110,일신석재,KOSPI
013580,계룡건설,KOSPI
018470,조일알미늄,KOSPI
003830,대한화섬,KOSPI
097955,CJ제일제당 우,KOSPI
009470,삼화전기,KOSPI
138520,TIGER 삼성그룹펀더멘털,KOSPI
234080,JW생명과학,KOSPI
404990,신한서부티엔디리츠,KOSPI
435420,TIGER 미국나스닥100채권혼합Fn,KOSPI
495850,KODEX 코리아밸류업,KOSPI
003650,미창석유,KOSPI
000020,동화약품,KOSPI
081000,일진다이아,KOSPI
460850,동국씨엠,KOSPI
010580,에스엠벡셀,KOSPI
001045,CJ우,KOSPI
394670,TIGER 글로벌리튬&2차전지SOLACTIVE(합성),KOSPI
071840,롯데하이마트,KOSPI
128820,대성산업,KOSPI
570022,한투 레버리지 S&P500 선물 ETN(H),KOSPI
003555,LG우,KOSPI
210980,SK디앤디,KOSPI
009270,신원,KOSPI
092200,디아이씨,KOSPI
100250,진양홀딩스,KOSPI
090350,노루페인트,KOSPI
004560,현대비앤지스틸,KOSPI
0016X0,SOL 중단기회사채(A-이상)액티브,KOSPI
02826K,삼성물산우B,KOSPI
044820,코스맥스비티아이,KOSPI
003547,대신증권2우B,KOSPI
458210,KIWOOM CD금리액티브(합성),KOSPI
095570,AJ네트웍스,KOSPI
003070,코오롱글로벌,KOSPI
004710,한솔테크닉스,KOSPI
009155,삼성전기우,KOSPI
442320,RISE 글로벌원자력,KOSPI
372330,KODEX 차이나항셍테크,KOSPI
107590,미원홀딩스,KOSPI
009580,무림P&P,KOSPI
483290,KODEX 미국배당다우존스타겟커버드콜,KOSPI
068290,삼성출판사,KOSPI
094280,효성ITX,KOSPI
134380,미원화학,KOSPI
232080,TIGER 코스닥150,KOSPI
136340,RISE 중기우량회사채,KOSPI
016450,한세예스24홀딩스,KOSPI
192090,TIGER 차이나CSI300,KOSPI
418660,TIGER 미국나스닥100레버리지(합성),KOSPI
